Record_Number,Employment_Type,Prev_Half_Pay,Year,Pred,Answer,Flag,Answer,Answer
1064333677,Full Time,9976.32,2018,12478.91211,24957.82422,1,24957.82422,24957.82422
1064509977,Full Time,12823.515,2018,13236.6123,26473.22461,1,26473.22461,26473.22461
1064563663,Full Time,13742.01,2018,14208.86523,28417.73047,1,28417.73047,28417.73047
1064564891,Full Time,26689.075,2018,27130.41797,54260.83594,1,54260.83594,54260.83594
1064575525,Full Time,34281.66,2018,34597.40234,69194.80469,1,69194.80469,69194.80469
1064661141,Full Time,28406.315,2018,28777.67383,57555.34766,1,57555.34766,57555.34766
1064683157,Full Time,22232.04,2018,22606.25977,45212.51953,1,45212.51953,45212.51953
1064762089,Full Time,16640.87,2018,16900.38477,33800.76953,1,33800.76953,33800.76953
106482104,Full Time,19156.505,2018,19538.26172,39076.52344,1,39076.52344,39076.52344
1064830796,Full Time,16416.44,2018,16731.82422,33463.64844,1,33463.64844,33463.64844
3682579597,Full Time,55765.76,2018,49676.11328,99352.22656,1,99352.22656,99352.22656
1065074210,Full Time,26263.7,2018,26688.58398,53377.16797,1,53377.16797,53377.16797
1065078464,Full Time,27808.795,2018,28110.64453,56221.28906,1,56221.28906,56221.28906
1065180141,Full Time,29426.22,2018,29735.68359,59471.36719,1,59471.36719,59471.36719
1065282934,Full Time,16899.465,2018,17112.42188,34224.84375,1,34224.84375,34224.84375
1065306146,Full Time,28919.61,2018,29365.70898,58731.41797,1,58731.41797,58731.41797
1065326374,Full Time,32334.11,2018,32510.07813,65020.15625,1,65020.15625,65020.15625
1065525692,Full Time,31787.8,2018,32144.0625,64288.125,1,64288.125,64288.125
1065692099,Full Time,40244.885,2018,40458.69141,80917.38281,1,80917.38281,80917.38281
1065791652,Full Time,29789.27,2018,30234.78125,60469.5625,1,60469.5625,60469.5625
1065821022,Full Time,24515.02,2018,24972.24219,49944.48438,1,49944.48438,49944.48438
3676566034,Full Time,55771.27,2018,49676.11328,99352.22656,1,99352.22656,99352.22656
1066034826,Full Time,34475.045,2018,34691.55859,69383.11719,1,69383.11719,69383.11719
1066080392,Full Time,14784.35,2018,15100.46094,30200.92188,1,30200.92188,30200.92188
1066419585,Full Time,30031.575,2018,30554.35547,61108.71094,1,61108.71094,61108.71094
1090881922,Full Time,55777.08,2018,49676.11328,99352.22656,1,99352.22656,99352.22656
1066730460,Full Time,16114,2018,16201.97363,32403.94727,1,32403.94727,32403.94727
1066748820,Full Time,26147.125,2018,26698.48047,53396.96094,1,53396.96094,53396.96094
1066790708,Full Time,14462.625,2018,14987.7207,29975.44141,1,29975.44141,29975.44141
1066877846,Full Time,16651.99,2018,16900.38477,33800.76953,1,33800.76953,33800.76953
1066882546,Full Time,24938,2018,25483.44727,50966.89453,1,50966.89453,50966.89453
1066938724,Full Time,46512.425,2018,45241.99219,90483.98438,1,90483.98438,90483.98438
1066967663,Full Time,22929.96,2018,23368.07031,46736.14063,1,46736.14063,46736.14063
1067161661,Full Time,37573.235,2018,37566.10156,75132.20313,1,75132.20313,75132.20313
1067230744,Full Time,31336.17,2018,31582.98828,63165.97656,1,63165.97656,63165.97656
1067244658,Full Time,2105.64,2018,13035.99707,26071.99414,1,26071.99414,26071.99414
1067259816,Full Time,44952.33,2018,43052.17188,86104.34375,1,86104.34375,86104.34375
1067268104,Full Time,16060,2018,16199.81543,32399.63086,1,32399.63086,32399.63086
1067389797,Full Time,30133.89,2018,30638.04492,61276.08984,1,61276.08984,61276.08984
1067431576,Full Time,12982.56,2018,13217.39746,26434.79492,1,26434.79492,26434.79492
1067487663,Full Time,17435.835,2018,17670.1582,35340.31641,1,35340.31641,35340.31641
1067595888,Full Time,36227.635,2018,36447.48438,72894.96875,1,72894.96875,72894.96875
1067597249,Full Time,28357.45,2018,28789.4668,57578.93359,1,57578.93359,57578.93359
1067832087,Full Time,20623.105,2018,21101.64648,42203.29297,1,42203.29297,42203.29297
1067833607,Full Time,17590.185,2018,17911.60547,35823.21094,1,35823.21094,35823.21094
1068021396,Full Time,21559.415,2018,21825.20313,43650.40625,1,43650.40625,43650.40625
1068053794,Full Time,19877.12,2018,20238.88281,40477.76563,1,40477.76563,40477.76563
106831304,Full Time,29623.36,2018,30033.44922,60066.89844,1,60066.89844,60066.89844
106853493,Full Time,8724.4,2018,12066.88672,24133.77344,1,24133.77344,24133.77344
1068634883,Full Time,28625.08,2018,29056.13867,58112.27734,1,58112.27734,58112.27734
1068647980,Full Time,23901.9,2018,24254.45898,48508.91797,1,48508.91797,48508.91797
1068686907,Full Time,17082.965,2018,17410.15234,34820.30469,1,34820.30469,34820.30469
1068711818,Full Time,28245.375,2018,28771.32617,57542.65234,1,57542.65234,57542.65234
1068760142,Full Time,37362.965,2018,37438.25,74876.5,1,74876.5,74876.5
1068872128,Full Time,0,2018,2708.093018,5416.186035,1,5416.186035,5416.186035
106890532,Full Time,13359.6,2018,13786.30078,27572.60156,1,27572.60156,27572.60156
1068905365,Full Time,41835.225,2018,41867.84766,83735.69531,1,83735.69531,83735.69531
1068956675,Full Time,35998.095,2018,36168.53906,72337.07813,1,72337.07813,72337.07813
106904629,Full Time,48196.26,2018,46870.59375,93741.1875,1,93741.1875,93741.1875
1069144747,Full Time,20782.2,2018,21074.95508,42149.91016,1,42149.91016,42149.91016
1069298694,Full Time,40069.135,2018,39681.35938,79362.71875,1,79362.71875,79362.71875
1069474109,Full Time,26578.84,2018,26970.36914,53940.73828,1,53940.73828,53940.73828
1069501631,Full Time,30323.695,2018,30799.48047,61598.96094,1,61598.96094,61598.96094
1069549215,Full Time,21190,2018,21640.00391,43280.00781,1,43280.00781,43280.00781
1069670268,Full Time,20114.865,2018,20520.18359,41040.36719,1,41040.36719,41040.36719
1069686622,Full Time,22371.18,2018,22797.50195,45595.00391,1,45595.00391,45595.00391
1069716466,Full Time,14946.27,2018,15258.99316,30517.98633,1,30517.98633,30517.98633
1069797271,Full Time,24884.05,2018,25175.50391,50351.00781,1,50351.00781,50351.00781
1069934636,Full Time,32592.08,2018,32810.68359,65621.36719,1,65621.36719,65621.36719
1069935664,Full Time,24715.435,2018,25222.69531,50445.39063,1,50445.39063,50445.39063
1069946414,Full Time,21445.58,2018,21799.67969,43599.35938,1,43599.35938,43599.35938
1070181390,Full Time,17624.94,2018,17924.29297,35848.58594,1,35848.58594,35848.58594
1070230886,Full Time,14937.75,2018,15258.99316,30517.98633,1,30517.98633,30517.98633
1070284649,Full Time,23785.42,2018,24022.96094,48045.92188,1,48045.92188,48045.92188
1070391635,Full Time,22779.29,2018,23281.91406,46563.82813,1,46563.82813,46563.82813
1070396323,Full Time,0,2018,2708.093018,5416.186035,1,5416.186035,5416.186035
1070458166,Full Time,36351.6,2018,36345.44141,72690.88281,1,72690.88281,72690.88281
1070466712,Full Time,31323.6,2018,31602.60156,63205.20313,1,63205.20313,63205.20313
1070476519,Full Time,35376.6,2018,35648.63672,71297.27344,1,71297.27344,71297.27344
1070565098,Full Time,17664.295,2018,17947.25586,35894.51172,1,35894.51172,35894.51172
1070591859,Full Time,15750.23,2018,16066.84375,32133.6875,1,32133.6875,32133.6875
1070612740,Full Time,24848,2018,25373.05859,50746.11719,1,50746.11719,50746.11719
1070716286,Full Time,45051.7,2018,44250.21484,88500.42969,1,88500.42969,88500.42969
1070809892,Full Time,20466.47,2018,20724.22656,41448.45313,1,41448.45313,41448.45313
1070881145,Full Time,32021.605,2018,32431.80469,64863.60938,1,64863.60938,64863.60938
1070907363,Full Time,13456.4,2018,13903.71191,27807.42383,1,27807.42383,27807.42383
1071034587,Full Time,0,2018,2708.093018,5416.186035,1,5416.186035,5416.186035
1071106771,Full Time,30881.74,2018,31279.60547,62559.21094,1,62559.21094,62559.21094
1071139473,Full Time,19266.69,2018,19525.46289,39050.92578,1,39050.92578,39050.92578
1071328957,Full Time,33501.35,2018,33814.625,67629.25,1,67629.25,67629.25
1071355649,Full Time,33905.985,2018,34326.71094,68653.42188,1,68653.42188,68653.42188
1071378869,Full Time,48342.265,2018,46778.55078,93557.10156,1,93557.10156,93557.10156
1071436331,Full Time,28744.855,2018,29348.50977,58697.01953,1,58697.01953,58697.01953
1071818544,Full Time,14359.4,2018,14531.91699,29063.83398,1,29063.83398,29063.83398
1071853748,Full Time,37245.34,2018,37327.39453,74654.78906,1,74654.78906,74654.78906
3408723347,Full Time,55800.205,2018,49676.11328,99352.22656,1,99352.22656,99352.22656
107206448,Full Time,28166.51,2018,28452.61133,56905.22266,1,56905.22266,56905.22266
1072119543,Full Time,34984.175,2018,35292.86719,70585.73438,1,70585.73438,70585.73438
1072131063,Full Time,21146.42,2018,21616.05078,43232.10156,1,43232.10156,43232.10156
1072301633,Full Time,14347.37,2018,14531.91699,29063.83398,1,29063.83398,29063.83398
1072323279,Full Time,36547.5,2018,36592.75391,73185.50781,1,73185.50781,73185.50781
107252358,Full Time,27183.225,2018,27611.68359,55223.36719,1,55223.36719,55223.36719
107268313,Full Time,45987.19,2018,45264.11328,90528.22656,1,90528.22656,90528.22656
1072688082,Full Time,16125.405,2018,16211.22949,32422.45898,1,32422.45898,32422.45898
1072691015,Full Time,38558.625,2018,38333.69141,76667.38281,1,76667.38281,76667.38281
107275035,Full Time,34628.605,2018,34780.08203,69560.16406,1,69560.16406,69560.16406
1073274940,Full Time,37973.6,2018,38116.83203,76233.66406,1,76233.66406,76233.66406
1073403981,Full Time,35009.695,2018,35287.85547,70575.71094,1,70575.71094,70575.71094
1073444095,Full Time,28806.45,2018,29285.40234,58570.80469,1,58570.80469,58570.80469
10736011,Full Time,27762.55,2018,28158.86719,56317.73438,1,56317.73438,56317.73438
1073630897,Full Time,17679.97,2018,17933.11328,35866.22656,1,35866.22656,35866.22656
1073686569,Full Time,20065.325,2018,20470.42969,40940.85938,1,40940.85938,40940.85938
1073713095,Full Time,52584.8,2018,48948.70703,97897.41406,1,97897.41406,97897.41406
1073767826,Full Time,12396.075,2018,13010.50586,26021.01172,1,26021.01172,26021.01172
1073835746,Full Time,17236.865,2018,17433.02539,34866.05078,1,34866.05078,34866.05078
1074136161,Full Time,27878.39,2018,28269.80273,56539.60547,1,56539.60547,56539.60547
1074141497,Full Time,16121.2,2018,16211.22949,32422.45898,1,32422.45898,32422.45898
1074149343,Full Time,27692.325,2018,28050.80078,56101.60156,1,56101.60156,56101.60156
1074264205,Full Time,9217.925,2018,11692.95605,23385.91211,1,23385.91211,23385.91211
1074305926,Full Time,33906.37,2018,34326.71094,68653.42188,1,68653.42188,68653.42188
1074310738,Full Time,21067.955,2018,21461.69336,42923.38672,1,42923.38672,42923.38672
1074341268,Full Time,13670.69,2018,13944.96094,27889.92188,1,27889.92188,27889.92188
1074423265,Full Time,16470.9,2018,16753.92383,33507.84766,1,33507.84766,33507.84766
1074493777,Full Time,15650.35,2018,16034.94043,32069.88086,1,32069.88086,32069.88086
1074666640,Full Time,19461.145,2018,19768.73828,39537.47656,1,39537.47656,39537.47656
1074670473,Full Time,29178.2,2018,29479.01367,58958.02734,1,58958.02734,58958.02734
1074904906,Full Time,24397.68,2018,24815.20898,49630.41797,1,49630.41797,49630.41797
1075002983,Full Time,16325.2,2018,16574.14453,33148.28906,1,33148.28906,33148.28906
1075055554,Full Time,15092,2018,15378.12793,30756.25586,1,30756.25586,30756.25586
107506732,Full Time,39902.965,2018,39724.17969,79448.35938,1,79448.35938,79448.35938
107528454,Full Time,41988.955,2018,41884.54688,83769.09375,1,83769.09375,83769.09375
1075341330,Full Time,17958.27,2018,18235.68164,36471.36328,1,36471.36328,36471.36328
1075372090,Full Time,27552.295,2018,28112.00977,56224.01953,1,56224.01953,56224.01953
1075446824,Full Time,30309.025,2018,30793.15625,61586.3125,1,61586.3125,61586.3125
107555987,Full Time,13296.8,2018,13724.28613,27448.57227,1,27448.57227,27448.57227
1075580686,Full Time,27547.35,2018,28062.3457,56124.69141,1,56124.69141,56124.69141
1075607177,Full Time,15496,2018,15849.5791,31699.1582,1,31699.1582,31699.1582
2605317771,Full Time,55801.995,2018,49676.11328,99352.22656,1,99352.22656,99352.22656
1076033831,Full Time,31625.6,2018,32074.88672,64149.77344,1,64149.77344,64149.77344
1076122002,Full Time,28606.015,2018,29051.15234,58102.30469,1,58102.30469,58102.30469
107615635,Full Time,16937.85,2018,17071.0332,34142.06641,1,34142.06641,34142.06641
1076156671,Full Time,46133.905,2018,45603.78906,91207.57813,1,91207.57813,91207.57813
1076157596,Full Time,25913.625,2018,26240.67773,52481.35547,1,52481.35547,52481.35547
1076200470,Full Time,34613.475,2018,34803.11719,69606.23438,1,69606.23438,69606.23438
1076225694,Full Time,22373.6,2018,22802.35547,45604.71094,1,45604.71094,45604.71094
1076241256,Full Time,53579.325,2018,48930.72266,97861.44531,1,97861.44531,97861.44531
1076295517,Full Time,45428.065,2018,44877.66406,89755.32813,1,89755.32813,89755.32813
1076323051,Full Time,44277.83,2018,43505.38672,87010.77344,1,87010.77344,87010.77344
1076356232,Full Time,32426.065,2018,32606.6582,65213.31641,1,65213.31641,65213.31641
1076433810,Full Time,8627.6,2018,11931.32031,23862.64063,1,23862.64063,23862.64063
1076446557,Full Time,16562.4,2018,16782.23242,33564.46484,1,33564.46484,33564.46484
1076483581,Full Time,30663.33,2018,30994.72461,61989.44922,1,61989.44922,61989.44922
1076718992,Full Time,22127.77,2018,22529.23047,45058.46094,1,45058.46094,45058.46094
107692768,Full Time,15247.035,2018,15695.59473,31391.18945,1,31391.18945,31391.18945
1076959081,Full Time,23855.31,2018,24190.81641,48381.63281,1,48381.63281,48381.63281
1077003732,Full Time,9766.18,2018,11577.07813,23154.15625,1,23154.15625,23154.15625
1077189193,Full Time,32811.205,2018,33141.05859,66282.11719,1,66282.11719,66282.11719
1077210613,Full Time,36807.6,2018,36664.85938,73329.71875,1,73329.71875,73329.71875
1077277464,Full Time,29158.8,2018,29486.4043,58972.80859,1,58972.80859,58972.80859
1077301843,Full Time,15229.5,2018,15579.80469,31159.60938,1,31159.60938,31159.60938
1077369265,Full Time,14603.28,2018,15077.34082,30154.68164,1,30154.68164,30154.68164
1077384127,Full Time,23116.125,2018,23536.34766,47072.69531,1,47072.69531,47072.69531
1077625521,Full Time,36426.96,2018,36369.45313,72738.90625,1,72738.90625,72738.90625
1077765236,Full Time,18893.075,2018,19188.83594,38377.67188,1,38377.67188,38377.67188
1077878691,Full Time,31017.2,2018,31303.86914,62607.73828,1,62607.73828,62607.73828
10779267,Full Time,36207.64,2018,36457.44141,72914.88281,1,72914.88281,72914.88281
1077992114,Full Time,34463.79,2018,34796.37109,69592.74219,1,69592.74219,69592.74219
1078142383,Full Time,35332.8,2018,35477.44531,70954.89063,1,70954.89063,70954.89063
1078180188,Full Time,29642.95,2018,30013.77344,60027.54688,1,60027.54688,60027.54688
1078195004,Full Time,21267.5,2018,21575.11523,43150.23047,1,43150.23047,43150.23047
1078273102,Full Time,10284.225,2018,12216.32813,24432.65625,1,24432.65625,24432.65625
1078298572,Full Time,25013.135,2018,25459.08984,50918.17969,1,50918.17969,50918.17969
107831398,Full Time,27896.865,2018,28303.15625,56606.3125,1,56606.3125,56606.3125
1078344355,Full Time,27992.59,2018,28359.73438,56719.46875,1,56719.46875,56719.46875
1078363541,Full Time,39136,2018,39152.57422,78305.14844,1,78305.14844,78305.14844
329604647,Full Time,55807.425,2018,49676.11328,99352.22656,1,99352.22656,99352.22656
1078472899,Full Time,22129.35,2018,22515.46094,45030.92188,1,45030.92188,45030.92188
1078516699,Full Time,18051.2,2018,18421.20117,36842.40234,1,36842.40234,36842.40234
1078787333,Full Time,39427.225,2018,39528.35156,79056.70313,1,79056.70313,79056.70313
1078820359,Full Time,27349.29,2018,27829.99609,55659.99219,1,55659.99219,55659.99219
780173209,Full Time,55814.145,2018,49676.11328,99352.22656,1,99352.22656,99352.22656
1079042746,Full Time,43383.1,2018,42952.13672,85904.27344,1,85904.27344,85904.27344
107909807,Full Time,20784.18,2018,21125.74805,42251.49609,1,42251.49609,42251.49609
1079101020,Full Time,53656.865,2018,48775.99219,97551.98438,1,97551.98438,97551.98438
1079154520,Full Time,16490.4,2018,16765.81836,33531.63672,1,33531.63672,33531.63672
1079375650,Full Time,19243.3,2018,19491.22461,38982.44922,1,38982.44922,38982.44922
1079471902,Full Time,18583.59,2018,18910.08594,37820.17188,1,37820.17188,37820.17188
107961539,Full Time,39721.75,2018,39537.17578,79074.35156,1,79074.35156,79074.35156
1079651573,Full Time,22045.91,2018,22568.37695,45136.75391,1,45136.75391,45136.75391
1079661275,Full Time,16658.98,2018,16902.87109,33805.74219,1,33805.74219,33805.74219
1079750773,Full Time,8857.2,2018,12083.20215,24166.4043,1,24166.4043,24166.4043
1079830494,Full Time,20461.07,2018,20694.41797,41388.83594,1,41388.83594,41388.83594
1079882264,Full Time,19805.14,2018,20154.57617,40309.15234,1,40309.15234,40309.15234
1079988608,Full Time,9879.98,2018,12085.2002,24170.40039,1,24170.40039,24170.40039
1080013543,Full Time,35582.52,2018,35796.9375,71593.875,1,71593.875,71593.875
1080068122,Full Time,20699.2,2018,21120.97852,42241.95703,1,42241.95703,42241.95703
1080148434,Full Time,20994.565,2018,21502.57227,43005.14453,1,43005.14453,43005.14453
1080212132,Full Time,37703.785,2018,37719.73047,75439.46094,1,75439.46094,75439.46094
1080275359,Full Time,32924.77,2018,33130.42578,66260.85156,1,66260.85156,66260.85156
108030473,Full Time,26475.255,2018,26843.03906,53686.07813,1,53686.07813,53686.07813
1080310508,Full Time,31190.62,2018,31389.88477,62779.76953,1,62779.76953,62779.76953
1080498530,Full Time,19290,2018,19508.02344,39016.04688,1,39016.04688,39016.04688
1080503323,Full Time,26088.19,2018,26535.33789,53070.67578,1,53070.67578,53070.67578
1080614381,Full Time,47886.56,2018,46801.79297,93603.58594,1,93603.58594,93603.58594
1080636026,Full Time,28428.955,2018,28745.10352,57490.20703,1,57490.20703,57490.20703
1080727977,Full Time,31491.35,2018,31943.33789,63886.67578,1,63886.67578,63886.67578
1080819716,Full Time,15314.02,2018,15729.40918,31458.81836,1,31458.81836,31458.81836
1080872135,Full Time,16508,2018,16792.48242,33584.96484,1,33584.96484,33584.96484
3972985336,Full Time,55819.155,2018,49676.11328,99352.22656,1,99352.22656,99352.22656
10809352,Full Time,21165.2,2018,21601.31055,43202.62109,1,43202.62109,43202.62109
108098815,Full Time,33996.29,2018,34306.10547,68612.21094,1,68612.21094,68612.21094
1081016675,Full Time,52086.225,2018,49371.74609,98743.49219,1,98743.49219,98743.49219
2130082414,Full Time,55828,2018,49676.11328,99352.22656,1,99352.22656,99352.22656
1081248438,Full Time,21561.215,2018,21874.04688,43748.09375,1,43748.09375,43748.09375
1081390341,Full Time,44391.055,2018,43308.08984,86616.17969,1,86616.17969,86616.17969
1081411823,Full Time,26191.85,2018,26705.97266,53411.94531,1,53411.94531,53411.94531
1081416218,Full Time,24082.47,2018,24368.97656,48737.95313,1,48737.95313,48737.95313
1081466309,Full Time,12738.3,2018,13235.54883,26471.09766,1,26471.09766,26471.09766
1081481653,Full Time,0,2018,2708.093018,5416.186035,1,5416.186035,5416.186035
1081717757,Full Time,33275.56,2018,33565.36328,67130.72656,1,67130.72656,67130.72656
1081764332,Full Time,21556.22,2018,21893.66406,43787.32813,1,43787.32813,43787.32813
1081843188,Full Time,20273.295,2018,20659.97656,41319.95313,1,41319.95313,41319.95313
1081848274,Full Time,41746.58,2018,41805.96484,83611.92969,1,83611.92969,83611.92969
1081876422,Full Time,24135.195,2018,24565.61719,49131.23438,1,49131.23438,49131.23438
1082021105,Full Time,26915.94,2018,27227.2207,54454.44141,1,54454.44141,54454.44141
1082180346,Full Time,28329.695,2018,28799.8457,57599.69141,1,57599.69141,57599.69141
1082195212,Full Time,26589.765,2018,26971.07422,53942.14844,1,53942.14844,53942.14844
1082240914,Full Time,17837.44,2018,18149.53516,36299.07031,1,36299.07031,36299.07031
1082320947,Full Time,26573.425,2018,26970.36914,53940.73828,1,53940.73828,53940.73828
1082362285,Full Time,39356.97,2018,39113.71094,78227.42188,1,78227.42188,78227.42188
1082433804,Full Time,28898.74,2018,29351.33203,58702.66406,1,58702.66406,58702.66406
1082558778,Full Time,24818.44,2018,25385.10742,50770.21484,1,50770.21484,50770.21484
414737958,Full Time,55828,2018,49676.11328,99352.22656,1,99352.22656,99352.22656
1082810425,Full Time,15189.2,2018,15543.61426,31087.22852,1,31087.22852,31087.22852
1083018893,Full Time,44255.735,2018,43496.77734,86993.55469,1,86993.55469,86993.55469
1083246048,Full Time,15556.555,2018,16021.00195,32042.00391,1,32042.00391,32042.00391
1083356837,Full Time,23964.53,2018,24338.75586,48677.51172,1,48677.51172,48677.51172
1083664759,Full Time,23666.345,2018,24045.54492,48091.08984,1,48091.08984,48091.08984
1083717198,Full Time,10676.22,2018,12102.62012,24205.24023,1,24205.24023,24205.24023
1083864553,Full Time,26029.745,2018,26347.04297,52694.08594,1,52694.08594,52694.08594
1083923114,Full Time,28282.325,2018,28704.83594,57409.67188,1,57409.67188,57409.67188
1084025020,Full Time,36064.765,2018,36090.97266,72181.94531,1,72181.94531,72181.94531
1084358106,Full Time,20199.93,2018,20626.83203,41253.66406,1,41253.66406,41253.66406
1084417782,Full Time,25479.435,2018,25830.25977,51660.51953,1,51660.51953,51660.51953
1084708499,Full Time,15328.29,2018,15729.40918,31458.81836,1,31458.81836,31458.81836
1084749913,Full Time,33951.23,2018,34313.375,68626.75,1,68626.75,68626.75
1084767374,Full Time,34406.31,2018,34470.33984,68940.67969,1,68940.67969,68940.67969
108482183,Full Time,44196.185,2018,43426.30078,86852.60156,1,86852.60156,86852.60156
1084854598,Full Time,32152.655,2018,32488.70508,64977.41016,1,64977.41016,64977.41016
108486237,Full Time,35573.725,2018,35786.39844,71572.79688,1,71572.79688,71572.79688
1084975757,Full Time,27272.285,2018,27682.25,55364.5,1,55364.5,55364.5
1084998550,Full Time,36653.01,2018,36439.05469,72878.10938,1,72878.10938,72878.10938
1085008187,Full Time,17331.6,2018,17516.19336,35032.38672,1,35032.38672,35032.38672
1085010163,Full Time,13629.56,2018,13904.80957,27809.61914,1,27809.61914,27809.61914
1085107039,Full Time,32772.745,2018,33064.68359,66129.36719,1,66129.36719,66129.36719
1988535623,Full Time,55831.095,2018,49676.11328,99352.22656,1,99352.22656,99352.22656
1085208482,Full Time,24587.435,2018,24952.42578,49904.85156,1,49904.85156,49904.85156
1085348805,Full Time,16443.6,2018,16751.74414,33503.48828,1,33503.48828,33503.48828
10854657,Full Time,20474.17,2018,20745.68555,41491.37109,1,41491.37109,41491.37109
1085497507,Full Time,26925.025,2018,27268.50977,54537.01953,1,54537.01953,54537.01953
10854995,Full Time,36667.86,2018,36177.23438,72354.46875,1,72354.46875,72354.46875
1085501223,Full Time,18864.89,2018,19208.0293,38416.05859,1,38416.05859,38416.05859
1085501613,Full Time,10464.76,2018,12212.94238,24425.88477,1,24425.88477,24425.88477
1085512602,Full Time,51456.735,2018,47829.63672,95659.27344,1,95659.27344,95659.27344
108554656,Full Time,36358.865,2018,36409.22656,72818.45313,1,72818.45313,72818.45313
1085571792,Full Time,35160.825,2018,35273.70313,70547.40625,1,70547.40625,70547.40625
1085674339,Full Time,42726,2018,42301.28516,84602.57031,1,84602.57031,84602.57031
1085694186,Full Time,16894.265,2018,17069.17578,34138.35156,1,34138.35156,34138.35156
1085893768,Full Time,17648.16,2018,17934.19727,35868.39453,1,35868.39453,35868.39453
1085952531,Full Time,21901.715,2018,22191.97461,44383.94922,1,44383.94922,44383.94922
1085984850,Full Time,27080.9,2018,27438.55273,54877.10547,1,54877.10547,54877.10547
1086178772,Full Time,39472.22,2018,39506.39844,79012.79688,1,79012.79688,79012.79688
1086204399,Full Time,15590.585,2018,15999.54004,31999.08008,1,31999.08008,31999.08008
1086302746,Full Time,26720.365,2018,27095.96875,54191.9375,1,54191.9375,54191.9375
1086348561,Full Time,41350.79,2018,41176.78125,82353.5625,1,82353.5625,82353.5625
1086367361,Full Time,20684.49,2018,21111.51758,42223.03516,1,42223.03516,42223.03516
1086510426,Full Time,33958.39,2018,34257.86328,68515.72656,1,68515.72656,68515.72656
108661110,Full Time,26107.945,2018,26631.32227,53262.64453,1,53262.64453,53262.64453
1086620062,Full Time,20068.8,2018,20508.70703,41017.41406,1,41017.41406,41017.41406
1086633734,Full Time,33262.1,2018,33591.02344,67182.04688,1,67182.04688,67182.04688
1086817738,Full Time,16293.865,2018,16560.97852,33121.95703,1,33121.95703,33121.95703
1086827567,Full Time,40486.365,2018,40667.52734,81335.05469,1,81335.05469,81335.05469
108701068,Full Time,22185.745,2018,22360.10156,44720.20313,1,44720.20313,44720.20313
1087215749,Full Time,11953.36,2018,12843.15332,25686.30664,1,25686.30664,25686.30664
1087311945,Full Time,33409.045,2018,33695.98047,67391.96094,1,67391.96094,67391.96094
3992564649,Full Time,55846.87,2018,49676.11328,99352.22656,1,99352.22656,99352.22656
1087390646,Full Time,14913.87,2018,15216.37793,30432.75586,1,30432.75586,30432.75586
1087455971,Full Time,9499.54,2018,11760.07617,23520.15234,1,23520.15234,23520.15234
1087495964,Full Time,40650.75,2018,40417.47656,80834.95313,1,80834.95313,80834.95313
1087544531,Full Time,18255.6,2018,18504.16797,37008.33594,1,37008.33594,37008.33594
1087710932,Full Time,21837.8,2018,22089.18555,44178.37109,1,44178.37109,44178.37109
1089658516,Full Time,48122.49,2018,46780.36719,93560.73438,1,93560.73438,93560.73438
1087886500,Full Time,17272.825,2018,17419.90625,34839.8125,1,34839.8125,34839.8125
1087927634,Full Time,28060.5,2018,28393.80273,56787.60547,1,56787.60547,56787.60547
1087973156,Full Time,27586.7,2018,28045.57617,56091.15234,1,56091.15234,56091.15234
108804888,Full Time,0,2018,2708.093018,5416.186035,1,5416.186035,5416.186035
1088051393,Full Time,31307.6,2018,31576.64844,63153.29688,1,63153.29688,63153.29688
1088068952,Full Time,27449.715,2018,27934.89648,55869.79297,1,55869.79297,55869.79297
1088170714,Full Time,22774.4,2018,23381.5293,46763.05859,1,46763.05859,46763.05859
1088287285,Full Time,22218.4,2018,22600.47852,45200.95703,1,45200.95703,45200.95703
1088382889,Full Time,24154.97,2018,24618.5,49237,1,49237,49237
1088441599,Full Time,15184.31,2018,15543.61426,31087.22852,1,31087.22852,31087.22852
4018227658,Full Time,55883.8,2018,49676.11328,99352.22656,1,99352.22656,99352.22656
1088632284,Full Time,9730.82,2018,11560.78027,23121.56055,1,23121.56055,23121.56055
1088990622,Full Time,35458.11,2018,35683.28906,71366.57813,1,71366.57813,71366.57813
1089055022,Full Time,30790.79,2018,31054.08594,62108.17188,1,62108.17188,62108.17188
1089145310,Full Time,27318.195,2018,27818.04883,55636.09766,1,55636.09766,55636.09766
2832884154,Full Time,55890.915,2018,49676.11328,99352.22656,1,99352.22656,99352.22656
108929536,Full Time,38128.295,2018,38096.48828,76192.97656,1,76192.97656,76192.97656
1089337055,Full Time,23569.4,2018,24007.80859,48015.61719,1,48015.61719,48015.61719
1089489080,Full Time,45715.24,2018,44834.46484,89668.92969,1,89668.92969,89668.92969
1089507820,Full Time,28095.08,2018,28407.68945,56815.37891,1,56815.37891,56815.37891
1089534025,Full Time,19549.925,2018,19763.08594,39526.17188,1,39526.17188,39526.17188
1089585528,Full Time,27060.92,2018,27538.14063,55076.28125,1,55076.28125,55076.28125
1089664207,Full Time,46556.4,2018,45211.50391,90423.00781,1,90423.00781,90423.00781
590965083,Full Time,55896.48,2018,49676.11328,99352.22656,1,99352.22656,99352.22656
1089693958,Full Time,35017.39,2018,35287.85547,70575.71094,1,70575.71094,70575.71094
1089748450,Full Time,33765.58,2018,34167.10156,68334.20313,1,68334.20313,68334.20313
1089762769,Full Time,31487.66,2018,31943.33789,63886.67578,1,63886.67578,63886.67578
