Year,Employment Type,Q3 Payments,Q4 Payments,Record Number,Pay
2017,Part Time,2883.68,5718.6,1709672392,4301.14
2017,Part Time,2217.11,0,1710288942,2217.11
2017,Part Time,3585.76,0,171102835,3585.76
2017,Part Time,0,0,1711060521,0
2017,Part Time,2400.63,2187.28,1712543993,2293.955
2017,Part Time,0,0,1711464810,0
2017,Part Time,9380.55,7259.12,1711841918,8319.835
2017,Part Time,5126.56,0,1712771609,5126.56
2017,Part Time,3867.12,3824.64,1712773077,3845.88
2017,Part Time,5030.04,2985,1712940391,4007.52
2017,Part Time,2837.16,2538,1712949309,2687.58
2017,Part Time,2415.2,0,1713570623,2415.2
2017,Part Time,2067.78,150,171389422,1108.89
2017,Part Time,1467,3009.6,1713917388,2238.3
2017,Part Time,2746.67,2853.34,1714009348,2800.005
2017,Part Time,2515.5,1491.75,1714247323,2003.625
2017,Part Time,3373.2,3686.4,1714398709,3529.8
2017,Part Time,14345.31,2836.47,1714624813,8590.89
2017,Part Time,3273,2813.4,1714844285,3043.2
2017,Part Time,4911.53,7726.66,171682920,6319.095
2017,Part Time,4288.8,3686.4,1716880834,3987.6
2017,Part Time,2218.7,4299.74,1716882169,3259.22
2017,Part Time,0,0,1716914637,0
2017,Part Time,778.12,0,1724482102,778.12
2017,Part Time,1936.08,75.74,1718794541,1005.91
2017,Part Time,1251,2826,1718880064,2038.5
2017,Part Time,3959.52,1973.97,1719481662,2966.745
2017,Part Time,4932.14,3240.74,1720707370,4086.44
2017,Part Time,3681.38,3352.19,1721419998,3516.785
2017,Part Time,1195.91,0,1721450985,1195.91
2017,Part Time,3741.1,1532.54,1721484003,2636.82
2017,Part Time,0,0,1738781961,0
2017,Part Time,3756.45,0,172243166,3756.45
2017,Part Time,879,4474.5,1722686889,2676.75
2017,Part Time,1418.34,0,1722776824,1418.34
2017,Part Time,0,0,1723357629,0
2017,Part Time,3775.33,0,1723398429,3775.33
2017,Part Time,8269.18,678.78,172408381,4473.98
2017,Part Time,0,710.9,1724675667,710.9
2017,Part Time,2593.58,102,1724789081,1347.79
2017,Part Time,0,0,1724883805,0
2017,Part Time,2849.35,3310.05,1724940228,3079.7
2017,Part Time,3856.99,3691.29,1725326604,3774.14
2017,Part Time,3929.6,0,1725366968,3929.6
2017,Part Time,4457.4,3762.35,1725419013,4109.875
2017,Part Time,8321.16,7133.3,1725438896,7727.23
2017,Part Time,3710.08,0,1725876030,3710.08
2017,Part Time,2162.06,0,1726029859,2162.06
2017,Part Time,0,0,1726371152,0
2017,Part Time,3188.73,1474.32,172642995,2331.525
2017,Part Time,4790.8,3273.6,1726507089,4032.2
2017,Part Time,0,0,1726703878,0
2017,Part Time,6374.76,572.22,1727529008,3473.49
2017,Part Time,2624.9,2367.01,1739488348,2495.955
2017,Part Time,8217.02,257.09,1728412157,4237.055
2017,Part Time,9726.4,8526.64,1730317139,9126.52
2017,Part Time,6281.5,0,1730410488,6281.5
2017,Part Time,1875.6,2735.25,1730763424,2305.425
2017,Part Time,4288.8,3809.28,1730945174,4049.04
2017,Part Time,958.86,85.75,1731465824,522.305
2017,Part Time,3722.28,2818.56,1731504249,3270.42
2017,Part Time,6648.17,4238.44,1731938021,5443.305
2017,Part Time,4522.65,0,1741115388,4522.65
2017,Part Time,6797.82,3961.74,1732750697,5379.78
2017,Part Time,3615.42,2637.9,1732766971,3126.66
2017,Part Time,588.06,0,1732908027,588.06
2017,Part Time,2235.03,0,1733854669,2235.03
2017,Part Time,4736.95,50,1735379264,2393.475
2017,Part Time,1542.6,3675.6,1736349842,2609.1
2017,Part Time,3199.25,0,1736717228,3199.25
2017,Part Time,0,0,1736882885,0
2017,Part Time,0,0,1737598392,0
2017,Part Time,7221.55,0,1737622109,7221.55
2017,Part Time,0,0,1737765701,0
2017,Part Time,4300.62,0,1737826816,4300.62
2017,Part Time,2976,1314,1738594264,2145
2017,Part Time,6366,5270.63,1738982162,5818.315
2017,Part Time,3958.48,2374.22,1739163449,3166.35
2017,Part Time,2692.46,312,1740693332,1502.23
2017,Part Time,9357.38,7389.88,1741342816,8373.63
2017,Part Time,0,386.44,1741875210,386.44
2017,Part Time,4147.71,4671.48,1742109819,4409.595
2017,Part Time,3283.35,0,175950663,3283.35
2017,Part Time,4602.67,972.47,1742427307,2787.57
2017,Part Time,5053.33,4314.32,1742630741,4683.825
2017,Part Time,4259.1,91.8,1742865852,2175.45
2017,Part Time,5988.51,4005.54,1742881298,4997.025
2017,Part Time,1361.84,0,1743836816,1361.84
2017,Part Time,2090,0,1743871247,2090
2017,Part Time,1674,3888,1744368974,2781
2017,Part Time,900.25,0,1744369221,900.25
2017,Part Time,65.6,0,1761919798,65.6
2017,Part Time,8958.91,4975.09,1744487647,6967
2017,Part Time,8459.35,0,1744681453,8459.35
2017,Part Time,9443.42,2090.35,1745254807,5766.885
2017,Part Time,0,0,1749596299,0
2017,Part Time,3676.35,1499.52,1749853920,2587.935
2017,Part Time,285.95,0,1750299428,285.95
2017,Part Time,76.8,2423.81,1750380547,1250.305
2017,Part Time,2327.99,0,1750479874,2327.99
2017,Part Time,7538.78,4458.84,1751032259,5998.81
2017,Part Time,4656.7,4074.17,1751414824,4365.435
2017,Part Time,0,0,1751584587,0
2017,Part Time,5667.7,4790.4,1752083109,5229.05
2017,Part Time,0,0,1752273245,0
2017,Part Time,3592.8,0,175236704,3592.8
2017,Part Time,7916.19,0,1752370463,7916.19
2017,Part Time,3611.25,252.45,1752575338,1931.85
2017,Part Time,4288.8,3686.4,1752669892,3987.6
2017,Part Time,7707.39,4989.29,1753960324,6348.34
2017,Part Time,3446.55,2740.22,1754970853,3093.385
2017,Part Time,4740.6,3686.4,1755444811,4213.5
2017,Part Time,0,0,1755670278,0
2017,Part Time,12714.85,11965.14,1755999985,12339.995
2017,Part Time,4263.11,3693.9,1756720150,3978.505
2017,Part Time,36,0,1757084535,36
2017,Part Time,4533.04,5981.98,1757283310,5257.51
2017,Part Time,0,0,1757398933,0
2017,Part Time,5303.93,4623.83,1757542895,4963.88
2017,Part Time,4653.81,3858.33,1757558529,4256.07
2017,Part Time,654,0,1757707317,654
2017,Part Time,4857.74,4107.61,1757886483,4482.675
2017,Part Time,2012.1,229.5,1758667,1120.8
2017,Part Time,5212.94,0,1759355328,5212.94
2017,Part Time,0,2027.52,1759707039,2027.52
2017,Part Time,4115.32,1689.2,1759954724,2902.26
2017,Part Time,1314.28,0,1760066627,1314.28
2017,Part Time,0,0,1760128124,0
2017,Part Time,0,0,1760158075,0
2017,Part Time,3092.75,2197.44,1760656130,2645.095
2017,Part Time,110,0,1760704876,110
2017,Part Time,4883.49,4218.9,1761458164,4551.195
2017,Part Time,3945.67,4532.65,1761755475,4239.16
2017,Part Time,3072,3624.96,1762077158,3348.48
2017,Part Time,2961.41,3816.96,1762652893,3389.185
2017,Part Time,4370.85,1891.7,1762894966,3131.275
2017,Part Time,5537.29,4183.2,1763282871,4860.245
2017,Part Time,3401.56,0,1766719527,3401.56
2017,Part Time,3203.28,2755.47,176339210,2979.375
2017,Part Time,0,0,1763412392,0
2017,Part Time,5037.29,4779.73,1763999024,4908.51
2017,Part Time,0,2484.6,1764425462,2484.6
2017,Part Time,3252.12,2610.16,1764789080,2931.14
2017,Part Time,0,0,1764789307,0
2017,Part Time,580.11,1582.54,176489436,1081.325
2017,Part Time,463.18,4,1765740033,233.59
2017,Part Time,0,0,1766406933,0
2017,Part Time,5337.25,2781.47,176644678,4059.36
2017,Part Time,3048.83,0,1766530569,3048.83
2017,Part Time,2745.9,4762.8,1767000686,3754.35
2017,Part Time,0,0,1767396054,0
2017,Part Time,2764.58,577.34,1767501436,1670.96
2017,Part Time,0,0,176834962,0
2017,Part Time,13214.6,3636.36,176872428,8425.48
2017,Part Time,1035.22,0,1768871611,1035.22
2017,Part Time,0,0,1769069526,0
2017,Part Time,1679.98,630,1769301537,1154.99
2017,Part Time,2817.42,2428.55,176987410,2622.985
2017,Part Time,4881.7,4139.2,1770160164,4510.45
2017,Part Time,710.89,721.31,177157017,716.1
2017,Part Time,4156,3573.6,1771614409,3864.8
2017,Part Time,0,2887.68,1773549504,2887.68
2017,Part Time,3192.96,2334.12,1773627015,2763.54
2017,Part Time,833.5,835.56,1773664553,834.53
2017,Part Time,4772.19,0,1773818721,4772.19
2017,Part Time,6414.37,4834.4,1773986279,5624.385
2017,Part Time,4276.91,5045.98,1774393340,4661.445
2017,Part Time,5129.99,0,1774461667,5129.99
2017,Part Time,1875.9,0,1774698702,1875.9
2017,Part Time,3952.93,0,1774929458,3952.93
2017,Part Time,1072.08,3990.52,1775342346,2531.3
2017,Part Time,3104.7,0,1775743800,3104.7
2017,Part Time,4099.25,0,177595244,4099.25
2017,Part Time,0,2885,1776867265,2885
2017,Part Time,1189.4,0,1777067932,1189.4
2017,Part Time,23157.26,11806.46,1777381586,17481.86
2017,Part Time,1222.25,2005.26,1777791201,1613.755
2017,Part Time,5601.92,5065.85,1778283743,5333.885
2017,Part Time,4618.41,2858.04,1779017580,3738.225
2017,Part Time,0,0,1779426795,0
2017,Part Time,2994.57,0,1831059180,2994.57
2017,Part Time,2535.82,0,1779847187,2535.82
2017,Part Time,1297.73,0,1780094070,1297.73
2017,Part Time,3615.63,3211.77,1780115043,3413.7
2017,Part Time,3790.95,405.01,1780223349,2097.98
2017,Part Time,0,0,1780657305,0
2017,Part Time,4843.74,3535.32,1781125922,4189.53
2017,Part Time,5984.07,4215.93,178143514,5100
2017,Part Time,4349.43,2345.49,1782987647,3347.46
2017,Part Time,2842.27,765.77,1783371013,1804.02
2017,Part Time,0,0,1783622191,0
2017,Part Time,0,0,1783726633,0
2017,Part Time,1462.8,0,1783980827,1462.8
2017,Part Time,0,0,1784594380,0
2017,Part Time,4615.38,3121.97,1785170713,3868.675
2017,Part Time,0,0,1785414409,0
2017,Part Time,5689.6,2563.8,1785492364,4126.7
2017,Part Time,173.3,0,1786399973,173.3
2017,Part Time,3947.54,3484.26,178729256,3715.9
2017,Part Time,1326.97,114,1787508958,720.485
2017,Part Time,4288.8,3686.4,1788673962,3987.6
2017,Part Time,0,0,1790042747,0
2017,Part Time,0,0,1790739957,0
2017,Part Time,885.17,0.61,1791246715,442.89
2017,Part Time,4104.48,3947.52,1791514865,4026
2017,Part Time,6217.86,2976,1791551849,4596.93
2017,Part Time,2729.67,390,1791552465,1559.835
2017,Part Time,0,0,1791618670,0
2017,Part Time,0,92.16,1791758209,92.16
2017,Part Time,2656.5,1256.43,179261698,1956.465
2017,Part Time,3346.82,3143.4,1792699408,3245.11
2017,Part Time,6158.96,2213.15,1793137801,4186.055
2017,Part Time,0,0,1793182652,0
2017,Part Time,285.04,646.87,1793350597,465.955
2017,Part Time,0,0,1838006805,0
2017,Part Time,3732.28,0,1794111525,3732.28
2017,Part Time,3301.68,3301.38,1794362851,3301.53
2017,Part Time,157.5,157.5,1794612959,157.5
2017,Part Time,4414,3901.2,1794615387,4157.6
2017,Part Time,7543.66,0,1794705875,7543.66
2017,Part Time,4288.8,3778.56,1794722816,4033.68
2017,Part Time,5368.2,132.52,1795012877,2750.36
2017,Part Time,3824.88,3330,1795415383,3577.44
2017,Part Time,1043.01,0,1795494975,1043.01
2017,Part Time,3659.44,0,1842346266,3659.44
2017,Part Time,0,0,1796271274,0
2017,Part Time,1340.16,985.38,1797109004,1162.77
2017,Part Time,0,0,1797491847,0
2017,Part Time,150.15,589.06,1797618687,369.605
2017,Part Time,656.46,0,17980365,656.46
2017,Part Time,1361.36,5255.25,1798494342,3308.305
2017,Part Time,2237.4,0,1798761949,2237.4
2017,Part Time,5570.74,1228.6,1798932219,3399.67
2017,Part Time,9374.62,8626.99,1799025571,9000.805
2017,Part Time,0,0,1799523935,0
2017,Part Time,0,0,1799565538,0
2017,Part Time,4411.68,4365.62,1799785718,4388.65
2017,Part Time,0,0,1843548572,0
2017,Part Time,2920.18,2465.61,1799917988,2692.895
2017,Part Time,2734.88,0,1800014687,2734.88
2017,Part Time,5166.52,4557,180010142,4861.76
2017,Part Time,1409.4,1917,1800299022,1663.2
2017,Part Time,9037.59,4413.13,180037531,6725.36
2017,Part Time,0,0,1800755144,0
2017,Part Time,5465.5,0,1801053825,5465.5
2017,Part Time,4271.08,3600,1801092398,3935.54
2017,Part Time,3898.96,134.64,1801812194,2016.8
2017,Part Time,1223.66,370.03,1802715710,796.845
2017,Part Time,0,8635.9,1802804216,8635.9
2017,Part Time,189.39,2786.35,1803476956,1487.87
2017,Part Time,10036.8,0,1803915600,10036.8
2017,Part Time,2238.98,2772,1804348741,2505.49
2017,Part Time,3621.41,2741.33,1804753975,3181.37
2017,Part Time,3552.8,0,1805208288,3552.8
2017,Part Time,0,0,1805311181,0
2017,Part Time,0,0,1805357716,0
2017,Part Time,1475.77,1741.91,1805845015,1608.84
2017,Part Time,483.86,0,1806424400,483.86
2017,Part Time,2546.37,2621.97,1806655664,2584.17
2017,Part Time,0,0,1806774809,0
2017,Part Time,4779.37,4202.19,1808000670,4490.78
2017,Part Time,9685.14,8938.02,1808480487,9311.58
2017,Part Time,1336.6,3345.6,1808733209,2341.1
2017,Part Time,0,0,1830800678,0
2017,Part Time,5217.73,4312.38,1809502608,4765.055
2017,Part Time,3527.76,0,1809531617,3527.76
2017,Part Time,3612.51,3744.69,1810329909,3678.6
2017,Part Time,5212.08,3129.04,1810431870,4170.56
2017,Part Time,4373.03,0,1810465819,4373.03
2017,Part Time,13721.12,5757.76,1810976716,9739.44
2017,Part Time,3954.12,824.67,1811799004,2389.395
2017,Part Time,5148.1,4935.74,1811866106,5041.92
2017,Part Time,1182.75,0,1812008480,1182.75
2017,Part Time,5620.33,5232,1812326383,5426.165
2017,Part Time,4717.54,2441.34,1813364316,3579.44
2017,Part Time,5053.55,3157.04,1813387068,4105.295
2017,Part Time,3733.12,0,1813720571,3733.12
2017,Part Time,4791.3,2663.86,1813854858,3727.58
2017,Part Time,0,0,1813982360,0
2017,Part Time,0,0,1814620421,0
2017,Part Time,4947.53,4611.42,1815401809,4779.475
2017,Part Time,3929.6,0,1815522110,3929.6
2017,Part Time,286.11,117.81,1815821803,201.96
2017,Part Time,4288.8,3686.4,1815934253,3987.6
2017,Part Time,8991.46,7139.3,1816820942,8065.38
2017,Part Time,4304.73,3161.01,1816858210,3732.87
2017,Part Time,2636.71,932.39,1817429468,1784.55
2017,Part Time,0,0,1818011668,0
2017,Part Time,3831.36,0,1818123386,3831.36
2017,Part Time,7057.86,6140.93,1818126501,6599.395
2017,Part Time,3628.74,0,1818161380,3628.74
2017,Part Time,0,0,1818182260,0
2017,Part Time,0,0,1818362922,0
2017,Part Time,1710,1080,1818713712,1395
2017,Part Time,0,0,1819099009,0
2017,Part Time,2817.24,0,1819270602,2817.24
2017,Part Time,1951.5,2970,1885794,2460.75
2017,Part Time,3674.4,3699.36,1819697474,3686.88
2017,Part Time,4424.02,3528.93,1819782890,3976.475
2017,Part Time,1249.55,0,1820755722,1249.55
2017,Part Time,4853.32,6316.31,1820870174,5584.815
2017,Part Time,0,0,1821248626,0
2017,Part Time,4662.6,367.2,1821648082,2514.9
2017,Part Time,0,0,1821659113,0
2017,Part Time,4329.11,0,1821714210,4329.11
2017,Part Time,5958.7,5072.16,18217612,5515.43
2017,Part Time,9234.16,8740.73,1822330825,8987.445
2017,Part Time,1825.23,0,1822477402,1825.23
2017,Part Time,3763.44,3406.63,1823023823,3585.035
2017,Part Time,1406.7,2344.5,1823203731,1875.6
2017,Part Time,4210.8,3672,1823609473,3941.4
2017,Part Time,246.09,1.43,1823949906,123.76
2017,Part Time,3538.2,85.75,1824085426,1811.975
2017,Part Time,1300.5,13270.88,1824087242,7285.69
2017,Part Time,2856.09,2780.16,1824522103,2818.125
2017,Part Time,7591.36,6602.03,1826342510,7096.695
2017,Part Time,1641.15,2813.4,1826510335,2227.275
2017,Part Time,9537.8,4061.77,1827290031,6799.785
2017,Part Time,3836.66,0,1827567310,3836.66
2017,Part Time,2395.02,2285.98,1827635598,2340.5
2017,Part Time,7153.98,6529.82,1828165990,6841.9
2017,Part Time,1990.59,0,1828166277,1990.59
2017,Part Time,7464.77,5151.24,182884960,6308.005
2017,Part Time,14772.25,2290.73,1828911167,8531.49
2017,Part Time,4593,4016.64,1829242392,4304.82
2017,Part Time,0,0,1829309081,0
2017,Part Time,5802.95,5084.1,1829329290,5443.525
2017,Part Time,0,632.06,1829721646,632.06
2017,Part Time,877.64,0,1830226894,877.64
2017,Part Time,0,0,183043180,0
2017,Part Time,6693.68,5026.56,1831096218,5860.12
2017,Part Time,0,0,1831234024,0
2017,Part Time,11119.44,4480.02,1831654320,7799.73
2017,Part Time,8258.4,3326.14,1833020058,5792.27
2017,Part Time,5999.25,4779.72,1833230399,5389.485
2017,Part Time,0,0,1833951505,0
2017,Part Time,12344.18,0,1834071067,12344.18
2017,Part Time,1149.05,372.28,1834413339,760.665
2017,Part Time,0,0,1834720887,0
2017,Part Time,5676.3,0,1835170155,5676.3
2017,Part Time,5300.8,580.64,1835976280,2940.72
2017,Part Time,0,4283.25,1835982249,4283.25
2017,Part Time,0,0,1836001770,0
2017,Part Time,3673.6,2263.2,1836360668,2968.4
2017,Part Time,0,0,1836568234,0
2017,Part Time,1406.7,2813.4,1836782550,2110.05
2017,Part Time,4288.8,3686.4,1836923673,3987.6
2017,Part Time,13250.19,5679.17,1836953795,9464.68
2017,Part Time,3764,2692.8,1837843422,3228.4
2017,Part Time,12836.95,5334.98,1837879696,9085.965
2017,Part Time,0,0,1838094085,0
2017,Part Time,4797.2,3513.25,1838307264,4155.225
2017,Part Time,4115.6,1447.38,1838377079,2781.49
2017,Part Time,1585.44,0,1838394571,1585.44
2017,Part Time,4500.34,3373.58,1839060894,3936.96
2017,Part Time,0,0,1839336452,0
2017,Part Time,9860.18,10997.98,1840035861,10429.08
2017,Part Time,8869.97,9679.42,1840244167,9274.695
2017,Part Time,5066.99,0,1840471721,5066.99
2017,Part Time,3763.82,0,1842539197,3763.82
2017,Part Time,5371.16,1418.41,1844041184,3394.785
2017,Part Time,6675.81,5897.86,1844725122,6286.835
2017,Part Time,374.38,261.79,1844977075,318.085
2017,Part Time,3683.77,3262.75,1845934885,3473.26
2017,Part Time,0,0,1846125732,0
2017,Part Time,0,0,1846966589,0
2017,Part Time,2971.76,0,1847026401,2971.76
2017,Part Time,3363.84,4070.4,1847615399,3717.12
2017,Part Time,3253.97,0,1847643026,3253.97
2017,Part Time,0,0,1848259834,0
2017,Part Time,0,-100,1848485612,-100
2017,Part Time,3272.09,0,1848723330,3272.09
2017,Part Time,7529.29,10326.16,1849078486,8927.725
2017,Part Time,2310.54,0,1849542210,2310.54
2017,Part Time,4223.19,3047.76,185014949,3635.475
2017,Part Time,3929.6,0,1850185522,3929.6
2017,Part Time,120.12,0,185026048,120.12
2017,Part Time,4699.05,3221.97,1850589008,3960.51
2017,Part Time,6704.78,6030.1,1850764449,6367.44
2017,Part Time,269.28,0,1850895136,269.28
2017,Part Time,8866.13,1237.01,1851209358,5051.57
2017,Part Time,5385.53,2224.82,1851735693,3805.175
2017,Part Time,10501.44,6117.76,1852458691,8309.6
2017,Part Time,4096.64,4784.29,1852539296,4440.465
2017,Part Time,634.44,153,1853068421,393.72
2017,Part Time,3859.92,3809.28,1853225248,3834.6
2017,Part Time,0,0,1853915966,0
2017,Part Time,5913.2,5189.67,1853935683,5551.435
2017,Part Time,623.88,1133.12,1855674749,878.5
2017,Part Time,0,0,1856362217,0
2017,Part Time,1738.58,467.88,1856741503,1103.23
2017,Part Time,5205.73,4050.8,1856827806,4628.265
2017,Part Time,528,0,1857955575,528
2017,Part Time,562.68,812.76,1858104285,687.72
2017,Part Time,0,0,1858843088,0
2017,Part Time,3308.26,3162.22,1859179926,3235.24
2017,Part Time,2507.4,0,1859976144,2507.4
2017,Part Time,2243.32,0,1859280227,2243.32
2017,Part Time,0,0,1859298398,0
2017,Part Time,0,0,1859321934,0
2017,Part Time,6010.79,2507.67,1859759103,4259.23
2017,Part Time,4717.67,0,1859805666,4717.67
2017,Part Time,0,0,1859844223,0
2017,Part Time,2224.5,3997.8,1860240469,3111.15
2017,Part Time,3556.33,4086.29,1860463512,3821.31
2017,Part Time,0,706.56,1860609962,706.56
2017,Part Time,6711,6880.8,186100270,6795.9
2017,Part Time,3825.66,0,1861405543,3825.66
2017,Part Time,10725.88,9194.68,1861843424,9960.28
2017,Part Time,0,1351.68,186193739,1351.68
2017,Part Time,3831.36,0,1863154504,3831.36
2017,Part Time,2087.4,1267.2,1863486074,1677.3
2017,Part Time,0,0,1863534163,0
2017,Part Time,0,0,1863709051,0
2017,Part Time,2569.68,3379.2,1867140827,2974.44
2017,Part Time,2607.42,336.4,1864419852,1471.91
2017,Part Time,4596,3686.4,1864837585,4141.2
2017,Part Time,4427.04,3978.24,1865030169,4202.64
2017,Part Time,7693.76,6685.77,1865291212,7189.765
2017,Part Time,5959.43,2615.84,1865507030,4287.635
2017,Part Time,2456.88,2655,1865686573,2555.94
2017,Part Time,0,0,1866157165,0
2017,Part Time,5209.23,4905.97,1866253866,5057.6
2017,Part Time,1400.1,3128.4,1866640060,2264.25
2017,Part Time,1351.68,3747.84,1867195827,2549.76
2017,Part Time,2240.55,3627,18674586,2933.775
2017,Part Time,376.94,102.98,1867618501,239.96
2017,Part Time,5823.42,6023.46,1867709613,5923.44
2017,Part Time,739.5,0,1867858948,739.5
2017,Part Time,3950.13,3394.56,1867939588,3672.345
2017,Part Time,4286.4,3755.28,1868084598,4020.84
2017,Part Time,5898.64,5223.04,1868686050,5560.84
2017,Part Time,0,123.76,1868972737,123.76
2017,Part Time,3650.96,4600.07,1869226647,4125.515
2017,Part Time,4288.8,3686.4,1869467308,3987.6
2017,Part Time,0,0,1869873817,0
2017,Part Time,0,0,1879636849,0
2017,Part Time,6027.79,4182.26,187002790,5105.025
2017,Part Time,0,0,1870377579,0
2017,Part Time,3047.76,2113.2,1870497483,2580.48
2017,Part Time,4423.67,0,1870644149,4423.67
2017,Part Time,4777.92,3709.44,1870678385,4243.68
2017,Part Time,0,0,1870743404,0
2017,Part Time,0,0,1871326250,0
2017,Part Time,8351.5,9280.96,1885878909,8816.23
2017,Part Time,4473.83,1573.63,1871936234,3023.73
2017,Part Time,3536.64,0,1872438013,3536.64
2017,Part Time,3733.12,0,1872577050,3733.12
2017,Part Time,4380.93,0,1873737105,4380.93
2017,Part Time,0,0,1873923088,0
2017,Part Time,0,0,1874316020,0
2017,Part Time,0,0,1874331878,0
2017,Part Time,0,0,1888704635,0
2017,Part Time,3115.8,4345.2,187488034,3730.5
2017,Part Time,4311.77,195.03,1874944707,2253.4
2017,Part Time,0,0,1888082305,0
2017,Part Time,2031.49,0,1875326168,2031.49
2017,Part Time,3732.44,0,1875596991,3732.44
2017,Part Time,3949.8,0,1876224852,3949.8
2017,Part Time,7214.43,6273.18,187625080,6743.805
2017,Part Time,0,0,1877268724,0
2017,Part Time,4617.71,3184.16,1877843599,3900.935
2017,Part Time,3640.05,0,1878537586,3640.05
2017,Part Time,4288.8,3686.4,1878870601,3987.6
2017,Part Time,0,0,1879042356,0
2017,Part Time,7706,3436,1879330788,5571
2017,Part Time,4773.59,9237.8,187953995,7005.695
2017,Part Time,4288.8,3686.4,1879977987,3987.6
2017,Part Time,3981.6,3686.4,1880529445,3834
2017,Part Time,3045.44,0,1881195591,3045.44
2017,Part Time,5110.44,113.47,1881679083,2611.955
2017,Part Time,3010.5,2391.55,1881890145,2701.025
2017,Part Time,4708.82,2750.9,1882007848,3729.86
2017,Part Time,4381.25,3121.98,1882621961,3751.615
2017,Part Time,0,0,1882794923,0
2017,Part Time,108,1121.4,188353730,614.7
2017,Part Time,6810.53,4940.4,1883586987,5875.465
2017,Part Time,4542.18,0,1883979099,4542.18
2017,Part Time,5142.93,6311.6,1884417229,5727.265
2017,Part Time,4578.84,3901.44,1884538658,4240.14
2017,Part Time,4494.61,1775.57,1894442195,3135.09
2017,Part Time,4564.8,3962.4,1884927631,4263.6
2017,Part Time,11439.28,3658.19,1884981810,7548.735
2017,Part Time,2184.93,0,1885076720,2184.93
2017,Part Time,2608.8,0,1885549131,2608.8
2017,Part Time,0,0,1885616589,0
2017,Part Time,3553.92,3686.4,1886763105,3620.16
2017,Part Time,1725.75,3457.8,1887272330,2591.775
2017,Part Time,2853.9,0,1887431155,2853.9
2017,Part Time,5473.86,5174.2,1887534952,5324.03
2017,Part Time,4133.67,3517.44,1887587704,3825.555
2017,Part Time,4288.8,3686.4,1888020174,3987.6
2017,Part Time,0,0,1897877293,0
2017,Part Time,2199,0,1889785642,2199
2017,Part Time,4790.55,4115.89,1889851977,4453.22
2017,Part Time,950.15,0,1889898917,950.15
2017,Part Time,0,0,1890242562,0
2017,Part Time,4130.08,0,1890287591,4130.08
2017,Part Time,5146.4,4396.46,1890811574,4771.43
2017,Part Time,168.3,0,1890953395,168.3
2017,Part Time,4288.8,3686.4,1891477722,3987.6
2017,Part Time,0,0,1891872268,0
2017,Part Time,2244,1579.5,1892094805,1911.75
2017,Part Time,7243.9,4200.04,1892208271,5721.97
2017,Part Time,9468.6,2830.45,1892331338,6149.525
2017,Part Time,4934.11,4570.28,1892415246,4752.195
2017,Part Time,4606.23,150,1892629536,2378.115
2017,Part Time,2729.31,3107.09,1892930998,2918.2
2017,Part Time,4915.72,2406,1900626649,3660.86
2017,Part Time,2584.26,0,1893298683,2584.26
2017,Part Time,1172.25,1899.05,1893382583,1535.65
2017,Part Time,3161.55,1828.35,1893425934,2494.95
2017,Part Time,6017.88,4098.55,1901778840,5058.215
2017,Part Time,4638.06,2936.84,1893703097,3787.45
2017,Part Time,9789.06,9041.57,1893738740,9415.315
2017,Part Time,1652.79,0,1893849305,1652.79
2017,Part Time,0,0,1893936435,0
2017,Part Time,5486.88,0,1894012453,5486.88
2017,Part Time,3812.94,0,1894172565,3812.94
2017,Part Time,0,0,1894820077,0
2017,Part Time,736.08,125.04,1902276123,430.56
2017,Part Time,9618.11,2973.1,1895095401,6295.605
2017,Part Time,0,0,1895336999,0
2017,Part Time,4514,4025.2,189568651,4269.6
2017,Part Time,1724.88,0,1895951972,1724.88
2017,Part Time,2767.52,126,18961811,1446.76
2017,Part Time,6147.86,2763.06,1897107931,4455.46
2017,Part Time,4700.92,2167.8,1897553584,3434.36
2017,Part Time,4327.78,0,1897685828,4327.78
2017,Part Time,3109.11,151.47,189800399,1630.29
2017,Part Time,91,372,1898186540,231.5
2017,Part Time,4629.66,3727.86,1898206680,4178.76
2017,Part Time,0,0,1898211484,0
2017,Part Time,4038.21,3225.6,1898514067,3631.905
2017,Part Time,5105.05,3476.8,1899094685,4290.925
2017,Part Time,3174.68,2570.85,1899787855,2872.765
2017,Part Time,0,0,18997933,0
2017,Part Time,7487.47,6426.75,1900021254,6957.11
2017,Part Time,0,0,1900095762,0
2017,Part Time,923.35,3021.89,1900143649,1972.62
2017,Part Time,0,0,1900261829,0
2017,Part Time,1815.92,0,1900458976,1815.92
2017,Part Time,5917.67,3725.58,1901196229,4821.625
2017,Part Time,3420.75,2409.75,1901502214,2915.25
2017,Part Time,0,1787.6,1902170194,1787.6
2017,Part Time,2752.9,3001.52,190222922,2877.21
2017,Part Time,0,0,1902239786,0
2017,Part Time,1430.51,580.56,1903680923,1005.535
2017,Part Time,0,0,1903780821,0
2017,Part Time,5305.48,4084.09,1904053288,4694.785
2017,Part Time,7332.84,4050.81,1905126439,5691.825
2017,Part Time,0,0,1905259310,0
2017,Part Time,5753.36,5244.27,1905807805,5498.815
2017,Part Time,1719.3,2813.4,1923634985,2266.35
2017,Part Time,4288.8,3686.4,1906050153,3987.6
2017,Part Time,3415.55,0,1906602922,3415.55
2017,Part Time,4411.68,3821.57,1906703232,4116.625
